Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
909,Round 1,"National Institute of Technology, Rourkela",Software Engineering,G1,EWS,578,578
910,Round 1,"National Institute of Technology, Rourkela",Software Engineering,G1,OPEN,609,583
911,Round 1,"National Institute of Technology, Rourkela",Software Engineering,G1,SC,394,381
912,Round 1,"National Institute of Technology, Rourkela",Software Engineering,G1,ST,285,284
913,Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G1,SC,416,355
914,Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G1,ST,301,301
915,Round 1,"National Institute of Technology, Rourkela",Mining Engineering,G1,OBC-NCL,395,361
916,Round 1,"National Institute of Technology, Rourkela",Mining Engineering,G1,EWS,368,323
917,Round 1,"National Institute of Technology, Rourkela",Mining Engineering,G1,OPEN,573,406
918,Round 1,"National Institute of Technology, Rourkela",Signal & Image Processing,G1,OPEN,646,526
919,Round 1,"National Institute of Technology, Rourkela",Signal & Image Processing,G1,SC,358,333
920,Round 1,"National Institute of Technology, Rourkela",Power Electronics & Drives,G1,EWS,560,553
921,Round 1,"National Institute of Technology, Rourkela",Power Electronics & Drives,G1,OPEN,635,582
922,Round 1,"National Institute of Technology, Rourkela",Signal & Image Processing,G1,ST,354,354
923,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,EWS,574,561
924,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,OPEN,662,587
925,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,SC,394,385
926,Round 1,"National Institute of Technology, Rourkela",Power Electronics & Drives,G1,ST,332,282
927,Round 1,"National Institute of Technology, Rourkela",Microwave and Radar Engineering,G1,EWS,500,500
928,Round 1,"National Institute of Technology, Rourkela",Microwave and Radar Engineering,G1,OPEN,600,512
929,Round 1,"National Institute of Technology, Rourkela",Power System Engineering,G1,OBC-NCL,546,514
930,Round 1,"National Institute of Technology, Rourkela",Power System Engineering,G1,EWS,514,507
931,Round 1,"National Institute of Technology, Rourkela",Food Process Engineering,G1,SC,291,225
932,Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G1,OBC-NCL,445,390
933,Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G1,EWS,428,409
934,Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G1,OPEN,515,449
935,Round 1,"National Institute of Technology, Rourkela",Machine Design & Analysis,G1,OBC-NCL,598,560
936,Round 1,"National Institute of Technology, Rourkela",Industrial Ceramics,G1,OBC-NCL,359,333
937,Round 1,"National Institute of Technology, Rourkela",Industrial Ceramics,G1,OPEN,545,378
938,Round 1,"National Institute of Technology, Rourkela",Industrial Ceramics,G1,SC,206,206
939,Round 1,"National Institute of Technology, Rourkela",Machine Design & Analysis,G1,EWS,586,557
940,Round 1,"National Institute of Technology, Rourkela",Machine Design & Analysis,G1,OPEN,630,602
941,Round 1,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,OPEN,666,603
942,Round 1,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,SC,385,367
943,Round 1,"National Institute of Technology, Rourkela",Industrial Design,G1,EWS,520,488
944,Round 1,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,OBC-NCL,507,479
945,Round 1,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,EWS,489,482
946,Round 1,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,OPEN,589,538
947,Round 1,"National Institute of Technology, Rourkela",Industrial Design,G1,OPEN,622,553
948,Round 1,"National Institute of Technology, Rourkela",Cryogenics & Vacuum Technology,G1,OBC-NCL,402,347
949,Round 1,"National Institute of Technology, Rourkela",Cryogenics & Vacuum Technology,G1,EWS,452,319
950,Round 1,"National Institute of Technology, Rourkela",Cryogenics & Vacuum Technology,G1,OPEN,568,478
951,Round 1,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,ST,250,247
952,Round 1,"National Institute of Technology, Rourkela",Communication & Networks,G1,EWS,516,504
953,Round 1,"National Institute of Technology, Rourkela",Communication & Networks,G1,OPEN,591,529
954,Round 1,"National Institute of Technology, Rourkela",Communication & Networks,G1,SC,350,317
955,Round 1,"National Institute of Technology, Rourkela",Food Process Engineering,G1,OBC-NCL,448,445
956,Round 1,"National Institute of Technology, Rourkela",Biotechnology,G1,EWS,494,483
957,Round 1,"National Institute of Technology, Rourkela",Biotechnology,G1,OPEN,619,533
958,Round 1,"National Institute of Technology, Rourkela",Biotechnology,G1,SC,257,240
959,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G1,OPEN,521,462
960,Round 1,"National Institute of Technology, Rourkela",Control & Automation,G1,EWS,517,471
961,Round 1,"National Institute of Technology, Rourkela",Control & Automation,G1,OPEN,657,550
962,Round 1,"National Institute of Technology, Rourkela",Control & Automation,G1,SC,407,328
963,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G1,SC,344,319
964,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G1,ST,266,249
965,Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G1,OBC-NCL,310,310
966,Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G1,OPEN,432,350
967,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G1,EWS,364,335
968,Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G2,OBC-NCL,473,473
969,Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G2,EWS,446,446
970,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G1,OPEN,426,398
971,Round 1,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,OBC-NCL,709,666
972,Round 1,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,OBC-NCL,525,486
973,Round 1,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,EWS,522,510
974,Round 1,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,OPEN,568,529
975,Round 1,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,OPEN-PwD,309,309
976,Round 1,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,EWS,701,697
977,Round 1,"National Institute of Technology, Warangal",Electronic Instrumentation and Embedded Systems,G1,ST,250,250
978,Round 1,"National Institute of Technology, Warangal",Remote Sensing & Geographic Information Systems,G1,OBC-NCL,465,448
979,Round 1,"National Institute of Technology, Warangal",Remote Sensing & Geographic Information Systems,G1,EWS,465,442
980,Round 1,"National Institute of Technology, Warangal",Materials Technology,G1,OBC-NCL,457,425
981,Round 1,"National Institute of Technology, Warangal",Remote Sensing & Geographic Information Systems,G1,SC,387,330
982,Round 1,"National Institute of Technology, Warangal",Remote Sensing & Geographic Information Systems,G1,ST,267,257
983,Round 1,"National Institute of Technology, Warangal",Materials Technology,G1,EWS,471,471
984,Round 1,"National Institute of Technology, Warangal",Materials Technology,G1,OPEN,553,474
985,Round 1,"National Institute of Technology, Warangal",Systems and Control Engineering,G2,OBC-NCL,361,356
986,Round 1,"National Institute of Technology, Warangal",Systems and Control Engineering,G2,OPEN,398,398
987,Round 1,"National Institute of Technology, Warangal",Transportation Engineering,G1,OPEN,665,559
988,Round 1,"National Institute of Technology, Warangal",Transportation Engineering,G1,OPEN-PwD,331,331
989,Round 1,"National Institute of Technology, Warangal",Systems and Control Engineering,G3,EWS,557,557
990,Round 1,"National Institute of Technology, Warangal",Systems and Control Engineering,G3,OPEN,628,621
991,Round 1,"National Institute of Technology, Warangal",Systems and Control Engineering,G3,SC,388,388
992,Round 1,"National Institute of Technology, Warangal",Transportation Engineering,G1,SC,444,392
993,Round 1,"National Institute of Technology, Warangal",Transportation Engineering,G1,ST,346,333
994,Round 1,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,OPEN-PwD,360,360
995,Round 1,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,SC,468,410
996,Round 1,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,ST,335,314
997,Round 1,"National Institute of Technology, Warangal",Electronic Instrumentation and Embedded Systems,G1,EWS,600,596
998,Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,G1,EWS,585,550
999,Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,G1,OPEN,628,596
1000,Round 1,"National Institute of Technology, Warangal",Electronic Instrumentation and Embedded Systems,G1,OPEN,646,600
1001,Round 1,"National Institute of Technology, Warangal",Machine Design,G1,OPEN,744,677
1002,Round 1,"National Institute of Technology, Warangal",Machine Design,G1,SC,432,427
1003,Round 1,"National Institute of Technology, Warangal",Systems and Control Engineering,G1,OBC-NCL,426,388
1004,Round 1,"National Institute of Technology, Warangal",Systems and Control Engineering,G1,EWS,366,366
1005,Round 1,"National Institute of Technology, Warangal",Manufacturing Engineering,G1,EWS,582,543
1006,Round 1,"National Institute of Technology, Warangal",Manufacturing Engineering,G1,OPEN,634,606
1007,Round 1,"National Institute of Technology, Warangal",Systems and Control Engineering,G1,OPEN,516,460
1008,Round 1,"National Institute of Technology, Warangal",Industrial Metallurgy,G1,OPEN,496,456
1009,Round 1,"National Institute of Technology, Warangal",Industrial Metallurgy,G1,SC,307,303
1010,Round 1,"National Institute of Technology, Warangal",Manufacturing Engineering,G1,ST,245,245
1011,Round 1,"National Institute of Technology, Warangal",Materials and Systems Engineering Design,G1,OBC-NCL,555,546
1012,Round 1,"National Institute of Technology, Warangal",Materials and Systems Engineering Design,G1,EWS,546,542
1013,Round 1,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,OBC-NCL,632,607
1014,Round 1,"National Institute of Technology, Warangal",Engineering Structures,G1,EWS,588,566
1015,Round 1,"National Institute of Technology, Warangal",Engineering Structures,G1,OPEN,658,622
1016,Round 1,"National Institute of Technology, Warangal",Engineering Structures,G1,OPEN-PwD,382,382
1017,Round 1,"National Institute of Technology, Warangal",Engineering Structures,G1,SC,529,439
1018,Round 1,"National Institute of Technology, Warangal",Materials and Systems Engineering Design,G1,SC,359,359
1019,Round 1,"National Institute of Technology, Warangal",Environmental Engineering,G1,EWS,502,475
1020,Round 1,"National Institute of Technology, Warangal",Environmental Engineering,G1,OPEN,595,525
1021,Round 1,"National Institute of Technology, Warangal",Environmental Engineering,G1,OPEN-PwD,362,362
1022,Round 1,"National Institute of Technology, Warangal",Materials and Systems Engineering Design,G1,ST,461,461
1023,Round 1,"National Institute of Technology, Warangal",Chemical Engineering,G1,OPEN,466,419
1024,Round 1,"National Institute of Technology, Warangal",Chemical Engineering,G1,SC,277,256
1025,Round 1,"National Institute of Technology, Warangal",Environmental Engineering,G1,ST,323,323
1026,Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,G1,EWS,538,522
1027,Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,G1,OPEN,674,552
1028,Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,G1,SC,472,376
1029,Round 1,"National Institute of Technology, Warangal",Industrial Metallurgy,G1,OBC-NCL,453,410
1030,Round 1,"National Institute of Technology, Warangal",Waste Management,G1,OBC-NCL,429,412
1031,Round 1,"National Institute of Technology, Warangal",Waste Management,G1,EWS,423,423
1032,Round 1,"National Institute of Technology, Warangal",Waste Management,G1,OPEN,524,447
1033,Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,G1,EWS,648,635
1034,Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,G1,OPEN,710,679
1035,Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,G1,OBC-NCL,568,543
1036,Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,G1,EWS,553,539
1037,Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,G1,SC,486,468
1038,Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,G1,ST,372,346
1039,Round 1,"National Institute of Technology, Warangal",Automobile Engineering,G1,OPEN-PwD,300,300
1040,Round 1,"National Institute of Technology, Warangal",Automobile Engineering,G1,SC,394,378
1041,Round 1,"National Institute of Technology, Warangal",Automobile Engineering,G1,ST,261,261
1042,Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,G1,SC,366,328
1043,Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,G1,EWS,554,554
1044,Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,G1,OPEN,654,591
1045,Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,G1,SC,412,392
1046,Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,G1,ST,310,302
1047,Round 1,"National Institute of Technology, Warangal",Chemical Engineering,G1,OBC-NCL,419,372
1048,Round 1,National Institute of Technology Uttarakhand,Thermal Engineering,G1,OPEN,440,401
1049,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,G1,ST,325,280
1050,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Engineering Applied to Medical Sciences,G3,OPEN,433,433
1051,Round 1,"National Institute of Technology, Andhra Pradesh",Advanced Communication Systems and Signal Processing,G1,OBC-NCL,450,408
1052,Round 1,"National Institute of Technology, Andhra Pradesh",Advanced Communication Systems and Signal Processing,G1,SC,271,271
1053,Round 1,"National Institute of Technology, Andhra Pradesh",Bioprocess Engineering,G1,OPEN,537,465
1054,Round 1,"National Institute of Technology, Andhra Pradesh",Bioprocess Engineering,G1,SC,342,240
1055,Round 1,"National Institute of Technology, Andhra Pradesh",Computer Science and Data Analytics,G1,EWS,381,363
1056,Round 1,"National Institute of Technology, Andhra Pradesh",Geotechnical Engineering,G1,OBC-NCL,413,382
1057,Round 1,"National Institute of Technology, Andhra Pradesh",Manufacturing Engineering,G1,OPEN,399,362
1058,Round 1,"National Institute of Technology, Andhra Pradesh",Power Electronics & Drives,G1,EWS,407,407
1059,Round 1,"National Institute of Technology, Andhra Pradesh",Power Electronics & Drives,G1,ST,279,279
1060,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Biomedical Engineering,G1,OBC-NCL,371,325
1061,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Control System & Instrumentation,G1,OBC-NCL,400,364
1062,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Communication Engineering & Signal Processing,G1,OBC-NCL,333,321
1063,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,G1,SC,362,319
1064,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,G1,OBC-NCL,359,324
1065,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science and  Engineering (Cyber Security),G1,OPEN,385,350
1066,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",CAD/CAM-ROBOTICS,G1,OBC-NCL,321,321
1067,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Structural Engineering,G1,OPEN-PwD,250,250
1068,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Structural Engineering,G1,SC,283,267
1069,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,SC,232,212
1070,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,ST,279,279
1071,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G2,SC,184,150
1072,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G1,SC,169,169
1073,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G2,OBC-NCL,358,339
1074,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,OPEN,520,398
1075,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,SC,260,254
1076,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,G1,OPEN,442,404
1077,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,OPEN,469,407
1078,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering,G1,SC,238,238
1079,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,G1,OBC-NCL,396,335
1080,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,G1,SC,346,275
1081,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,OPEN,502,420
1082,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,SC,319,299
1083,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Thermal Engineering,G1,EWS,339,339
1084,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,EWS,296,296
1085,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,OBC-NCL,483,467
1086,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,OBC-NCL,451,442
1087,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,SC,324,311
1088,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,EWS,468,464
1089,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,OPEN,653,525
1090,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G1,OPEN,461,372
1091,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G2,OPEN,432,424
1092,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,OPEN,591,569
1093,Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,OBC-NCL,360,333
1094,Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,SC,293,284
1095,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,EWS,504,488
1096,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,ST,499,499
1097,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,OBC-NCL,515,486
1098,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,OBC-NCL,512,394
1099,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,OPEN,534,515
1100,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,SC,333,295
1101,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,ST,295,264
1102,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,SC,340,292
1103,Round 1,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,SC,423,339
1104,Round 1,Malaviya National Institute of Technology Jaipur,Metallurgical & Materials Engineering,G1,EWS,344,344
1105,Round 1,Malaviya National Institute of Technology Jaipur,Metallurgical & Materials Engineering,G1,OPEN,445,382
1106,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,OBC-NCL,476,403
1107,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,EWS,472,472
1108,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,ST,347,347
1109,Round 1,Malaviya National Institute of Technology Jaipur,Material Science & Engineering,G1,OBC-NCL,338,338
1110,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,OBC-NCL,510,471
1111,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,ST,328,248
1112,Round 1,Malaviya National Institute of Technology Jaipur,Power Systems Management,G1,OBC-NCL,425,371
1113,Round 1,Malaviya National Institute of Technology Jaipur,Power Systems,G1,EWS,377,364
1114,Round 1,Malaviya National Institute of Technology Jaipur,Power Systems,G1,ST,275,250
1115,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,OPEN,465,449
1116,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G2,EWS,433,433
1117,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G2,OPEN,436,433
1118,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,SC,409,409
1119,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,ST,250,250
1120,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G3,OPEN,427,399
1121,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G3,SC,294,283
1122,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,OPEN,778,595
1123,Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,EWS,492,452
1124,Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,OPEN,681,563
1125,Round 1,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,EWS,441,441
1126,Round 1,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,OPEN,555,488
1127,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,SC,398,363
1128,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,ST,302,297
1129,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,OPEN,595,484
1130,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,OBC-NCL,604,583
1131,Round 1,Motilal Nehru National Institute of Technology Allahabad,Material Science & Engineering,G1,OBC-NCL,402,344
1132,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,OBC-NCL,560,532
1133,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,SC,346,328
1134,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,ST,271,237
1135,Round 1,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,G1,OPEN,499,442
1136,Round 1,Motilal Nehru National Institute of Technology Allahabad,Product Design and Development,G1,EWS,341,337
1137,Round 1,Motilal Nehru National Institute of Technology Allahabad,Product Design and Development,G1,OPEN,484,433
1138,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,SC,333,304
1139,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,OBC-NCL,572,545
1140,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,ST,350,350
1141,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,OBC-NCL,493,469
1142,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,SC,465,371
1143,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,ST,298,298
1144,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,OPEN,575,515
1145,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,SC,387,337
1146,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,G1,OPEN,603,521
1147,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,G1,SC,350,314
1148,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,G1,EWS,426,390
1149,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,G1,EWS,609,604
1150,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,G1,ST,319,311
1151,Round 1,National Institute of Technology  Agartala,Artificial Intelligence,G1,OBC-NCL,420,376
1152,Round 1,National Institute of Technology  Agartala,Automotive Engineering,G1,OPEN,436,355
1153,Round 1,National Institute of Technology  Agartala,Biotechnology & Biochemical Engineering,G1,EWS,296,296
1154,Round 1,National Institute of Technology  Agartala,Biotechnology & Biochemical Engineering,G1,OPEN,538,458
1155,Round 1,National Institute of Technology  Agartala,Chemical Engineering,G1,OPEN,353,353
1156,Round 1,National Institute of Technology  Agartala,Chemical Engineering,G1,SC,172,172
1157,Round 1,National Institute of Technology  Agartala,Environmental Engineering,G1,OBC-NCL,346,340
1158,Round 1,National Institute of Technology  Agartala,Environmental Engineering,G1,OPEN,409,361
1159,Round 1,National Institute of Technology  Agartala,Geotechnical Engineering,G1,OPEN,406,382
1160,Round 1,National Institute of Technology  Agartala,Hydro Informatics Engineering,G1,OPEN,359,355
1161,Round 1,National Institute of Technology  Agartala,Hydro Informatics Engineering,G1,SC,242,242
1162,Round 1,National Institute of Technology  Agartala,Instrumentation Engineering,G1,OPEN,387,362
1163,Round 1,National Institute of Technology  Agartala,Integrated Energy System,G1,OPEN,362,355
1164,Round 1,National Institute of Technology  Agartala,Manufacturing Technology,G1,OPEN,398,375
1165,Round 1,National Institute of Technology  Agartala,Power Electronics & Drives,G1,SC,307,267
1166,Round 1,National Institute of Technology  Agartala,Power System Engineering,G1,OBC-NCL,321,321
1167,Round 1,National Institute of Technology  Agartala,Power System Engineering,G1,SC,264,253
1168,Round 1,National Institute of Technology  Agartala,Data Science & Engineering,G1,OBC-NCL,359,359
1169,Round 1,National Institute of Technology  Agartala,Seismic Science and Engineering,G1,OBC-NCL,337,337
1170,Round 1,National Institute of Technology  Agartala,Structural Engineering,G1,EWS,376,371
1171,Round 1,National Institute of Technology  Agartala,Structural Engineering,G1,OPEN,434,419
1172,Round 1,National Institute of Technology  Agartala,Transportation Engineering,G1,OPEN,449,385
1173,Round 1,National Institute of Technology  Agartala,Transportation Engineering,G1,SC,316,309
1174,Round 1,National Institute of Technology  Agartala,VLSI Design,G1,EWS,503,503
1175,Round 1,National Institute of Technology  Agartala,VLSI Design,G1,OPEN,650,532
1176,Round 1,National Institute of Technology  Agartala,Water Resources Engineering,G1,OPEN,375,361
1177,Round 1,National Institute of Technology  Agartala,Water Resources Engineering,G1,SC,260,260
1178,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,SC,339,320
1179,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,ST,320,320
1180,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,G1,OBC-NCL,455,442
1181,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,G1,OBC-NCL,506,478
1182,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,G1,EWS,470,453
1183,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,EWS,616,600
1184,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,ST,342,312
1185,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,OBC-NCL,525,517
1186,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,ST,297,297
1187,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,G1,OPEN,640,582
1188,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,OBC-NCL,553,539
1189,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,SC,328,318
1190,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,ST,264,264
1191,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,OPEN,555,546
1192,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,G1,EWS,522,503
1193,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,G1,OPEN,669,586
1194,Round 1,National Institute of Technology Calicut,Machine Design,G1,OBC-NCL,604,578
1195,Round 1,National Institute of Technology Calicut,Manufacturing Technology,G1,OBC-NCL,555,542
1196,Round 1,National Institute of Technology Calicut,Manufacturing Technology,G1,SC,346,315
1197,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,SC,467,446
1198,Round 1,National Institute of Technology Calicut,Materials Science & Technology,G1,OPEN,546,469
1199,Round 1,National Institute of Technology Calicut,Materials Science & Technology,G1,SC,283,259
1200,Round 1,National Institute of Technology Calicut,Offshore Structures,G1,OBC-NCL,434,417
