Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
5045,Round 2,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,OPEN,649,398
5046,Round 2,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,SC,261,238
5047,Round 2,"National Institute of Technology, Kurukshetra",Instrumentation,G1,OBC-NCL,341,321
5048,Round 2,"National Institute of Technology, Kurukshetra",Instrumentation,G1,OPEN,456,390
5049,Round 2,"National Institute of Technology, Kurukshetra",Instrumentation,G1,SC,256,256
5050,Round 2,"National Institute of Technology, Kurukshetra",Machine Design,G1,OBC-NCL,449,398
5051,Round 2,"National Institute of Technology, Kurukshetra",Machine Design,G1,EWS,447,426
5052,Round 2,"National Institute of Technology, Kurukshetra",Machine Design,G1,OPEN,568,469
5053,Round 2,"National Institute of Technology, Kurukshetra",Machine Design,G1,SC,335,303
5054,Round 2,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,OBC-NCL,410,393
5055,Round 2,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,EWS,439,343
5056,Round 2,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,OPEN,575,446
5057,Round 2,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,SC,428,307
5058,Round 2,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,OBC-NCL,339,339
5059,Round 2,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,OPEN,421,371
5060,Round 2,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,SC,241,241
5061,Round 2,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G2,OPEN,395,364
5062,Round 2,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G3,OPEN,382,356
5063,Round 2,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G3,SC,251,251
5064,Round 2,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,OBC-NCL,469,449
5065,Round 2,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,EWS,465,409
5066,Round 2,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,OPEN,594,479
5067,Round 2,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,SC,404,339
5068,Round 2,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,ST,319,319
5069,Round 2,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,OBC-NCL,409,382
5070,Round 2,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,EWS,372,336
5071,Round 2,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,OPEN,643,414
5072,Round 2,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,SC,353,316
5073,Round 2,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,ST,344,271
5074,Round 2,"National Institute of Technology, Kurukshetra",Thermal Engineering,G1,OBC-NCL,405,344
5075,Round 2,"National Institute of Technology, Kurukshetra",Thermal Engineering,G1,EWS,426,351
5076,Round 2,"National Institute of Technology, Kurukshetra",Thermal Engineering,G1,OPEN,574,449
5077,Round 2,"National Institute of Technology, Kurukshetra",Thermal Engineering,G1,SC,361,254
5078,Round 2,"National Institute of Technology, Kurukshetra",Power System,G1,OBC-NCL,350,328
5079,Round 2,"National Institute of Technology, Kurukshetra",Power System,G1,OPEN,460,382
5080,Round 2,"National Institute of Technology, Kurukshetra",Power System,G1,SC,292,264
5081,Round 2,"National Institute of Technology, Kurukshetra",Power System,G1,ST,375,375
5082,Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,G1,OBC-NCL,491,458
5083,Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,G1,EWS,491,475
5084,Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,G1,OPEN,541,508
5085,Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,G1,SC,354,338
5086,Round 2,"National Institute of Technology, Kurukshetra",VLSI Design,G1,OBC-NCL,550,512
5087,Round 2,"National Institute of Technology, Kurukshetra",VLSI Design,G1,EWS,550,541
5088,Round 2,"National Institute of Technology, Kurukshetra",VLSI Design,G1,OPEN,633,554
5089,Round 2,"National Institute of Technology, Kurukshetra",VLSI Design,G1,SC,404,385
5090,Round 2,"National Institute of Technology, Kurukshetra",VLSI Design,G1,ST,350,254
5091,Round 2,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G1,OBC-NCL,336,322
5092,Round 2,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G1,OPEN,376,354
5093,Round 2,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G1,SC,319,289
5094,Round 2,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G2,OBC-NCL,335,335
5095,Round 2,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G2,OPEN,362,362
5096,Round 2,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G2,SC,252,252
5097,Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,OBC-NCL,517,486
5098,Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,EWS,521,499
5099,Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,OPEN,574,525
5100,Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,SC,356,343
5101,Round 2,"National Institute of Technology, Manipur",Electronics and Communication Engineering,G1,ST,283,283
5102,Round 2,"National Institute of Technology, Manipur",Environmental and Water Resources Engineering,G1,SC,241,241
5103,Round 2,"National Institute of Technology, Manipur",Structural Engineering,G1,OBC-NCL,329,329
5104,Round 2,"National Institute of Technology, Manipur",Structural Engineering,G1,OPEN,500,371
5105,Round 2,"National Institute of Technology, Manipur",Structural Engineering,G1,SC,256,256
5106,Round 2,"National Institute of Technology, Manipur",Thermal & Fluids Engineering,G1,OPEN,559,559
5107,Round 2,"National Institute of Technology, Manipur",Computer Science & Engineering,G1,OPEN,381,350
5108,Round 2,National Institute of Technology Mizoram,Microelectronics & VLSI Design,G1,OBC-NCL,332,321
5109,Round 2,National Institute of Technology Mizoram,Microelectronics & VLSI Design,G1,EWS,338,338
5110,Round 2,National Institute of Technology Mizoram,Microelectronics & VLSI Design,G1,OPEN,388,350
5111,Round 2,National Institute of Technology Mizoram,Microelectronics & VLSI Design,G1,SC,250,246
5112,Round 2,National Institute of Technology Mizoram,Power Electronics & Drives,G1,ST,213,213
5113,Round 2,National Institute of Technology Mizoram,Computer Science & Engineering,G1,OPEN,381,363
5114,Round 2,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,OBC-NCL,393,361
5115,Round 2,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,OPEN,504,425
5116,Round 2,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,SC,303,242
5117,Round 2,"National Institute of Technology, Rourkela",Biomedical Engineering,G1,OBC-NCL,310,310
5118,Round 2,"National Institute of Technology, Rourkela",Biomedical Engineering,G1,OPEN,417,350
5119,Round 2,"National Institute of Technology, Rourkela",Biomedical Engineering,G2,OBC-NCL,408,408
5120,Round 2,"National Institute of Technology, Rourkela",Biomedical Engineering,G2,EWS,353,353
5121,Round 2,"National Institute of Technology, Rourkela",Biomedical Engineering,G2,OPEN,516,499
5122,Round 2,"National Institute of Technology, Rourkela",Biomedical Engineering,G2,SC,240,240
5123,Round 2,"National Institute of Technology, Rourkela",Biomedical Engineering,G3,OBC-NCL,383,346
5124,Round 2,"National Institute of Technology, Rourkela",Biomedical Engineering,G3,OPEN,489,466
5125,Round 2,"National Institute of Technology, Rourkela",Biotechnology,G1,OBC-NCL,466,345
5126,Round 2,"National Institute of Technology, Rourkela",Biotechnology,G1,EWS,494,421
5127,Round 2,"National Institute of Technology, Rourkela",Biotechnology,G1,OPEN,573,521
5128,Round 2,"National Institute of Technology, Rourkela",Biotechnology,G1,SC,257,240
5129,Round 2,"National Institute of Technology, Rourkela",Control & Automation,G1,OBC-NCL,514,453
5130,Round 2,"National Institute of Technology, Rourkela",Control & Automation,G1,EWS,517,446
5131,Round 2,"National Institute of Technology, Rourkela",Control & Automation,G1,OPEN,618,517
5132,Round 2,"National Institute of Technology, Rourkela",Control & Automation,G1,SC,328,307
5133,Round 2,"National Institute of Technology, Rourkela",Chemical Engineering,G1,OBC-NCL,350,313
5134,Round 2,"National Institute of Technology, Rourkela",Chemical Engineering,G1,OPEN,414,356
5135,Round 2,"National Institute of Technology, Rourkela",Chemical Engineering,G1,SC,284,245
5136,Round 2,"National Institute of Technology, Rourkela",Cryogenics & Vacuum Technology,G1,OBC-NCL,374,343
5137,Round 2,"National Institute of Technology, Rourkela",Cryogenics & Vacuum Technology,G1,OPEN,568,406
5138,Round 2,"National Institute of Technology, Rourkela",Communication & Networks,G1,OBC-NCL,491,433
5139,Round 2,"National Institute of Technology, Rourkela",Communication & Networks,G1,EWS,496,469
5140,Round 2,"National Institute of Technology, Rourkela",Communication & Networks,G1,OPEN,550,511
5141,Round 2,"National Institute of Technology, Rourkela",Communication & Networks,G1,SC,317,304
5142,Round 2,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G1,OBC-NCL,402,376
5143,Round 2,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G1,EWS,368,344
5144,Round 2,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G1,OPEN,458,435
5145,Round 2,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G1,SC,295,284
5146,Round 2,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,OBC-NCL,560,486
5147,Round 2,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,EWS,521,515
5148,Round 2,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,OPEN,666,575
5149,Round 2,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,SC,375,313
5150,Round 2,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,ST,260,247
5151,Round 2,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,OBC-NCL,491,437
5152,Round 2,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,EWS,482,469
5153,Round 2,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,OPEN,582,508
5154,Round 2,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,SC,383,292
5155,Round 2,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,ST,246,246
5156,Round 2,"National Institute of Technology, Rourkela",Food Process Engineering,G1,OBC-NCL,448,445
5157,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,OBC-NCL,319,302
5158,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,OPEN,437,409
5159,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,SC,212,201
5160,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,ST,279,279
5161,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G2,OPEN,392,389
5162,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G2,SC,150,150
5163,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G1,OBC-NCL,311,311
5164,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G1,OPEN,443,443
5165,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G2,OBC-NCL,339,339
5166,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G2,OPEN,400,350
5167,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,OBC-NCL,335,333
5168,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,OPEN,417,355
5169,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,SC,258,258
5170,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,G1,OBC-NCL,354,354
5171,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,G1,EWS,355,355
5172,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,G1,OPEN,408,362
5173,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,G1,SC,308,296
5174,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,OBC-NCL,342,326
5175,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,OPEN,409,372
5176,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,SC,290,263
5177,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering,G1,OPEN,355,355
5178,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering,G1,SC,318,318
5179,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,G1,OPEN,353,350
5180,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,G1,SC,346,252
5181,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,OBC-NCL,366,326
5182,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,EWS,382,376
5183,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,OPEN,502,382
5184,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,SC,312,295
5185,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,ST,308,308
5186,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Thermal Engineering,G1,OBC-NCL,337,335
5187,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Thermal Engineering,G1,OPEN,382,351
5188,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Thermal Engineering,G1,SC,247,247
5189,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,OBC-NCL,296,285
5190,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,EWS,296,296
5191,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,OPEN,583,364
5192,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,SC,322,322
5193,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,ST,170,170
5194,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,OBC-NCL,462,446
5195,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,EWS,483,450
5196,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,OPEN,525,496
5197,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,SC,317,317
5198,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,OBC-NCL,407,394
5199,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,EWS,403,403
5200,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,OPEN,482,455
5201,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,SC,280,275
5202,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,OBC-NCL,460,415
5203,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,EWS,465,406
5204,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,OPEN,653,482
5205,Round 3,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,SC,311,289
5206,Round 3,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G1,OBC-NCL,345,329
5207,Round 3,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G1,OPEN,393,365
5208,Round 3,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G1,SC,272,272
5209,Round 3,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G2,OBC-NCL,399,399
5210,Round 3,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G2,OPEN,432,413
5211,Round 3,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G2,SC,251,251
5212,Round 3,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,OBC-NCL,517,504
5213,Round 3,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,EWS,525,508
5214,Round 3,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,OPEN,569,539
5215,Round 3,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,SC,362,346
5216,Round 3,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,ST,284,284
5217,Round 3,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,OBC-NCL,337,337
5218,Round 3,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,OPEN,378,371
5219,Round 3,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,SC,284,264
5220,Round 3,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,ST,320,264
5221,Round 3,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,OBC-NCL,478,420
5222,Round 3,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,EWS,488,434
5223,Round 3,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,OPEN,651,504
5224,Round 3,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,SC,283,268
5225,Round 3,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,ST,499,499
5226,Round 3,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,OBC-NCL,487,450
5227,Round 3,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,EWS,500,471
5228,Round 3,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,OPEN,533,500
5229,Round 3,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,SC,342,325
5230,Round 3,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,OBC-NCL,451,350
5231,Round 3,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,OPEN,530,473
5232,Round 3,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,OBC-NCL,339,319
5233,Round 3,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,OPEN,392,353
5234,Round 3,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,SC,333,290
5235,Round 3,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,OBC-NCL,421,387
5236,Round 3,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,EWS,400,346
5237,Round 3,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,OPEN,471,421
5238,Round 3,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,SC,340,258
5239,Round 3,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,OBC-NCL,455,402
5240,Round 3,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,EWS,434,406
5241,Round 3,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,OPEN,615,459
5242,Round 3,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,SC,423,323
5243,Round 3,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,ST,410,357
5244,Round 3,Malaviya National Institute of Technology Jaipur,Metallurgical & Materials Engineering,G1,OPEN,445,355
5245,Round 3,Malaviya National Institute of Technology Jaipur,Metallurgical & Materials Engineering,G1,SC,280,201
5246,Round 3,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,OBC-NCL,403,351
5247,Round 3,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,EWS,337,337
5248,Round 3,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,OPEN,669,449
5249,Round 3,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,ST,347,347
5250,Round 3,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G2,OPEN,413,404
5251,Round 3,Malaviya National Institute of Technology Jaipur,Material Science & Engineering,G1,OBC-NCL,338,338
5252,Round 3,Malaviya National Institute of Technology Jaipur,Material Science & Engineering,G1,OPEN,385,385
5253,Round 3,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,OBC-NCL,475,400
5254,Round 3,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,EWS,364,332
5255,Round 3,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,OPEN,562,500
5256,Round 3,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,SC,382,300
5257,Round 3,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,ST,328,328
5258,Round 3,Malaviya National Institute of Technology Jaipur,Power Systems Management,G1,OBC-NCL,396,321
5259,Round 3,Malaviya National Institute of Technology Jaipur,Power Systems Management,G1,OPEN,589,414
5260,Round 3,Malaviya National Institute of Technology Jaipur,Power Systems Management,G1,SC,292,267
5261,Round 3,Malaviya National Institute of Technology Jaipur,Power Systems,G1,OBC-NCL,425,371
5262,Round 3,Malaviya National Institute of Technology Jaipur,Power Systems,G1,EWS,377,377
5263,Round 3,Malaviya National Institute of Technology Jaipur,Power Systems,G1,OPEN,600,457
5264,Round 3,Malaviya National Institute of Technology Jaipur,Power Systems,G1,SC,364,275
5265,Round 3,Malaviya National Institute of Technology Jaipur,Power Systems,G1,ST,275,250
5266,Round 3,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,OBC-NCL,355,324
5267,Round 3,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,EWS,341,341
5268,Round 3,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,OPEN,431,411
5269,Round 3,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,ST,297,297
5270,Round 3,Malaviya National Institute of Technology Jaipur,Production Engineering,G2,EWS,344,344
5271,Round 3,Malaviya National Institute of Technology Jaipur,Production Engineering,G2,OPEN,391,384
5272,Round 3,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,OBC-NCL,449,378
5273,Round 3,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,OPEN,568,471
5274,Round 3,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,SC,260,260
5275,Round 3,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,ST,250,250
5276,Round 3,Malaviya National Institute of Technology Jaipur,Renewable Energy,G2,OPEN,384,369
5277,Round 3,Malaviya National Institute of Technology Jaipur,Renewable Energy,G2,SC,315,315
5278,Round 3,Malaviya National Institute of Technology Jaipur,Renewable Energy,G3,OBC-NCL,357,329
5279,Round 3,Malaviya National Institute of Technology Jaipur,Renewable Energy,G3,OPEN,414,396
5280,Round 3,Malaviya National Institute of Technology Jaipur,Renewable Energy,G3,SC,126,126
5281,Round 3,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,OBC-NCL,535,449
5282,Round 3,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,EWS,482,482
5283,Round 3,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,OPEN,778,539
5284,Round 3,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,SC,393,368
5285,Round 3,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,ST,488,488
5286,Round 3,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,OBC-NCL,446,427
5287,Round 3,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,EWS,452,442
5288,Round 3,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,OPEN,679,505
5289,Round 3,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,SC,339,326
5290,Round 3,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,ST,406,406
5291,Round 3,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,OBC-NCL,445,414
5292,Round 3,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,EWS,441,441
5293,Round 3,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,OPEN,555,460
5294,Round 3,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,SC,315,315
5295,Round 3,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,OBC-NCL,466,399
5296,Round 3,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,OPEN,630,531
5297,Round 3,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,SC,363,314
5298,Round 3,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,ST,345,345
5299,Round 3,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,OBC-NCL,385,357
5300,Round 3,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,EWS,372,372
5301,Round 3,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,OPEN,522,478
5302,Round 3,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,SC,308,308
5303,Round 3,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,ST,295,295
5304,Round 3,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,OBC-NCL,536,512
5305,Round 3,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,OBC-NCL-PwD,383,383
5306,Round 3,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,EWS,537,536
5307,Round 3,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,OPEN,596,546
5308,Round 3,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,SC,375,354
5309,Round 3,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,ST,292,292
5310,Round 3,Malaviya National Institute of Technology Jaipur,VLSI Design,G2,OBC-NCL,504,504
5311,Round 3,Malaviya National Institute of Technology Jaipur,VLSI Design,G2,OPEN,541,537
5312,Round 3,Malaviya National Institute of Technology Jaipur,VLSI Design,G2,SC,350,350
5313,Round 3,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,OBC-NCL,367,350
5314,Round 3,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,EWS,333,321
5315,Round 3,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,OPEN,442,392
5316,Round 3,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,SC,275,250
5317,Round 3,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,ST,258,258
5318,Round 3,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,OBC-NCL,382,322
5319,Round 3,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,OPEN,519,382
5320,Round 3,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,SC,336,293
5321,Round 3,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,ST,356,356
5322,Round 3,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,OBC-NCL,565,521
5323,Round 3,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,EWS,552,534
5324,Round 3,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,OPEN,618,569
5325,Round 3,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,SC,403,350
